production_id,date_key,product_id,facility_id,quantity_produced,defective_units,defect_rate_pct,batch_number
151,352,11,11,1205,16,1.33,PROD-2023363071
152,302,1,9,6,0,1.32,PROD-2023388754
153,647,11,2,2112,28,1.31,PROD-2024729664
154,161,16,12,47,1,1.2,PROD-2023750402
155,478,20,1,777,10,1.23,PROD-2024786921
156,716,22,12,945,12,1.31,PROD-2024880315
157,95,14,10,25,0,1.25,PROD-2023653282
158,298,13,10,27,0,1.31,PROD-2023363129
159,663,9,12,2426,32,1.3,PROD-2024779715
160,169,8,12,51,1,1.24,PROD-2023454364
161,648,4,9,736,9,1.27,PROD-2024790109
162,213,16,2,56,1,1.26,PROD-2023656382
163,679,7,8,1310,17,1.33,PROD-2024760525
164,644,9,7,1948,25,1.3,PROD-2024190106
165,401,4,11,1461,19,1.3,PROD-2024607568
166,452,19,3,1137,15,1.33,PROD-2024469444
167,288,22,11,31,0,1.29,PROD-2023492130
168,509,14,2,1505,19,1.27,PROD-2024338905
169,598,2,1,1345,17,1.29,PROD-2024198508
170,295,22,11,22,0,1.28,PROD-2023939156
171,234,14,8,50,1,1.33,PROD-2023514337
172,716,2,1,1216,17,1.36,PROD-2024624960
173,219,14,10,50,1,1.28,PROD-2023918151
174,330,17,9,9,0,1.32,PROD-2023477546
175,173,10,2,49,1,1.24,PROD-2023486963
176,613,8,9,803,11,1.33,PROD-2024883001
177,508,10,11,2952,38,1.29,PROD-2024136452
178,299,9,3,47,1,1.3,PROD-2023644891
179,176,12,3,50,1,1.21,PROD-2023814219
180,257,21,11,40,1,1.35,PROD-2023416383
181,239,11,9,46,1,1.35,PROD-2023874572
182,391,17,3,549,7,1.29,PROD-2024955475
183,145,20,2,42,1,1.24,PROD-2023621215
184,116,7,12,12,0,1.23,PROD-2023886186
185,439,8,11,2632,35,1.33,PROD-2024253990
186,303,8,3,16,0,1.3,PROD-2023578293
187,340,14,8,449,6,1.37,PROD-2023786952
188,99,8,11,13,0,1.23,PROD-2023118179
189,390,1,3,1870,24,1.28,PROD-2024270708
190,529,17,9,1979,24,1.2,PROD-2024179096
191,348,17,10,251,3,1.35,PROD-2023733297
192,217,19,12,8,0,1.31,PROD-2023370078
193,212,15,3,27,0,1.31,PROD-2023515824
194,527,15,1,89,1,1.15,PROD-2024982423
195,653,15,2,1518,19,1.28,PROD-2024117704
196,404,1,9,1826,24,1.3,PROD-2024483915
197,164,22,9,47,1,1.18,PROD-2023541347
198,179,16,8,9,0,1.17,PROD-2023392535
199,381,5,12,788,10,1.31,PROD-2024200401
200,666,8,12,1180,15,1.28,PROD-2024140697
201,660,22,8,976,12,1.27,PROD-2024104942
202,698,4,11,3237,44,1.37,PROD-2024907353
203,266,4,12,32,0,1.31,PROD-2023205291
204,159,14,12,16,0,1.18,PROD-2023849168
205,97,16,7,25,0,1.25,PROD-2023963110
206,387,15,8,2104,27,1.28,PROD-2024677968
207,473,6,8,2131,26,1.23,PROD-2024526708
208,532,2,2,155,2,1.25,PROD-2024534403
209,107,12,11,41,1,1.24,PROD-2023777154
210,245,16,8,31,0,1.31,PROD-2023349862
211,239,22,2,45,1,1.31,PROD-2023822648
212,467,11,11,1578,19,1.21,PROD-2024375856
213,382,18,12,3007,38,1.27,PROD-2024751610
214,121,16,8,17,0,1.29,PROD-2023609797
215,264,20,3,58,1,1.34,PROD-2023172817
216,629,16,11,927,12,1.31,PROD-2024630357
217,25,17,3,27,0,1.33,PROD-2023939934
218,61,12,7,21,0,1.33,PROD-2023998535
219,579,19,11,1291,17,1.3,PROD-2024511530
220,352,17,9,324,5,1.37,PROD-2023713988
221,260,1,10,18,0,1.34,PROD-2023458959
222,431,22,7,1037,13,1.3,PROD-2024980013
223,458,17,9,3915,48,1.22,PROD-2024918684
224,100,22,11,56,1,1.25,PROD-2023207101
225,430,14,8,3177,42,1.31,PROD-2024915650
226,305,2,8,9,0,1.34,PROD-2023563468
227,368,22,11,1101,14,1.3,PROD-2024228805
228,580,22,9,1177,16,1.32,PROD-2024140519
229,186,15,8,4,0,1.34,PROD-2023813346
230,350,15,3,755,10,1.34,PROD-2023791146
231,26,10,8,44,1,1.3,PROD-2023244016
232,668,11,2,2302,30,1.3,PROD-2024820838
233,61,8,7,36,0,1.29,PROD-2023358365
234,609,5,7,88,1,1.32,PROD-2024126643
235,58,3,3,33,0,1.27,PROD-2023381832
236,129,2,10,6,0,1.23,PROD-2023697399
237,48,22,10,45,1,1.28,PROD-2023755557
238,614,6,8,2376,31,1.32,PROD-2024482601
239,681,10,10,2443,32,1.3,PROD-2024496567
240,112,7,7,32,0,1.22,PROD-2023959183
241,288,22,9,53,1,1.31,PROD-2023973879
242,443,1,7,1236,16,1.31,PROD-2024876318
243,520,7,10,2022,24,1.18,PROD-2024796006
244,444,8,7,1078,14,1.32,PROD-2024446672
245,591,18,2,1864,24,1.3,PROD-2024437424
246,622,9,7,1472,20,1.34,PROD-2024651449
247,60,19,12,8,0,1.31,PROD-2023202694
248,449,9,7,1945,26,1.34,PROD-2024550626
249,241,5,1,46,1,1.29,PROD-2023336701
250,430,22,8,976,13,1.29,PROD-2024723022
251,386,4,10,2487,32,1.27,PROD-2024952432
252,324,10,2,6,0,1.33,PROD-2023751522
253,378,14,11,2367,31,1.29,PROD-2024678872
254,716,13,10,3049,41,1.35,PROD-2024577543
255,291,19,7,5,0,1.28,PROD-2023150254
256,465,4,3,1881,24,1.26,PROD-2024409637
257,586,2,7,1365,17,1.27,PROD-2024418061
258,413,9,9,1762,23,1.32,PROD-2024349194
259,351,13,1,737,10,1.34,PROD-2023161167
260,159,20,1,43,1,1.19,PROD-2023455043
261,198,7,7,52,1,1.29,PROD-2023331419
262,213,14,10,25,0,1.32,PROD-2023547930
263,35,18,12,32,0,1.31,PROD-2023815471
264,1,16,8,49,1,1.3,PROD-2023933362
265,95,14,1,32,0,1.26,PROD-2023795337
266,595,3,11,483,6,1.3,PROD-2024973106
267,146,13,11,18,0,1.27,PROD-2023333907
268,231,16,11,52,1,1.28,PROD-2023528709
269,76,8,3,18,0,1.32,PROD-2023774926
270,616,6,12,3388,45,1.33,PROD-2024587947
271,372,2,7,210,3,1.28,PROD-2024652375
272,509,21,3,888,11,1.26,PROD-2024594158
273,504,7,11,295,4,1.24,PROD-2024573608
274,224,18,11,54,1,1.29,PROD-2023987242
275,394,10,10,804,11,1.31,PROD-2024659340
276,658,10,1,808,10,1.27,PROD-2024944801
277,121,22,9,7,0,1.23,PROD-2023382808
278,137,15,11,49,1,1.25,PROD-2023337997
279,599,7,7,2214,29,1.3,PROD-2024615324
280,193,22,1,3,0,1.28,PROD-2023457723
281,86,11,3,15,0,1.29,PROD-2023798149
282,398,17,1,785,10,1.32,PROD-2024103260
283,315,22,10,22,0,1.35,PROD-2023390943
284,103,8,11,9,0,1.23,PROD-2023883497
285,102,21,8,48,1,1.3,PROD-2023150768
286,603,11,3,1085,14,1.28,PROD-2024678616
287,594,14,9,1539,20,1.3,PROD-2024219058
288,537,15,1,1132,13,1.19,PROD-2024176415
289,368,9,3,762,10,1.29,PROD-2024796076
290,565,5,11,2686,35,1.31,PROD-2024792606
291,706,19,10,616,8,1.36,PROD-2024725347
292,381,4,3,1366,18,1.29,PROD-2024208832
293,236,14,8,7,0,1.27,PROD-2023633600
294,680,6,1,536,7,1.34,PROD-2024117428
295,154,17,7,2,0,1.26,PROD-2023449441
296,240,14,8,26,0,1.29,PROD-2023781284
297,205,2,3,18,0,1.33,PROD-2023355093
298,163,8,2,44,1,1.21,PROD-2023698078
299,723,1,12,4120,56,1.35,PROD-2024565848
300,131,15,2,16,0,1.27,PROD-2023788908
301,614,3,11,1584,21,1.3,PROD-2024974162
302,128,15,2,20,0,1.26,PROD-2023127390
303,640,10,11,1568,20,1.3,PROD-2024455221
304,176,21,7,20,0,1.23,PROD-2023878524
305,48,4,7,46,1,1.31,PROD-2023444667
306,111,16,10,51,1,1.26,PROD-2023429001
307,296,5,3,31,0,1.32,PROD-2023376076
308,285,19,1,25,0,1.33,PROD-2023362936
309,434,9,1,77,1,1.31,PROD-2024816378
310,86,20,11,53,1,1.32,PROD-2023610638
311,297,10,9,21,0,1.32,PROD-2023243460
312,560,18,2,925,12,1.29,PROD-2024132948
313,397,5,1,1778,23,1.3,PROD-2024525495
314,230,20,7,24,0,1.28,PROD-2023985187
315,705,15,12,3482,47,1.36,PROD-2024635348
316,480,2,9,2864,35,1.22,PROD-2024861920
317,46,8,12,26,0,1.27,PROD-2023648739
318,178,6,12,11,0,1.21,PROD-2023533987
319,579,22,3,355,5,1.3,PROD-2024970699
320,292,5,11,27,0,1.29,PROD-2023490447
321,108,1,9,43,1,1.25,PROD-2023862051
322,43,18,8,57,1,1.29,PROD-2023490065
323,464,4,8,2983,37,1.24,PROD-2024588437
324,480,16,10,1337,16,1.22,PROD-2024110330
325,488,17,3,533,7,1.25,PROD-2024863000
326,589,20,2,1628,21,1.28,PROD-2024781956
327,350,17,9,468,7,1.37,PROD-2023545271
328,397,14,2,2007,26,1.3,PROD-2024215286
329,269,22,1,2,0,1.28,PROD-2023656646
330,658,4,8,1836,23,1.27,PROD-2024775353
331,196,5,7,52,1,1.3,PROD-2023115763
332,68,14,2,9,0,1.31,PROD-2023177621
333,723,9,9,2950,40,1.34,PROD-2024396757
334,82,2,11,8,0,1.32,PROD-2023320189
335,397,9,12,491,7,1.34,PROD-2024418887
336,256,8,11,4,0,1.34,PROD-2023305624
337,709,15,3,1621,22,1.36,PROD-2024234001
338,698,14,8,1806,24,1.34,PROD-2024810479
339,202,13,7,7,0,1.32,PROD-2023819672
340,52,7,7,51,1,1.31,PROD-2023457899
341,60,18,2,25,0,1.29,PROD-2023894161
342,678,16,10,2196,29,1.33,PROD-2024490746
343,207,19,10,65,1,1.32,PROD-2023634617
344,231,12,2,19,0,1.29,PROD-2023536470
345,233,7,9,11,0,1.35,PROD-2023911588
346,492,7,11,1655,22,1.3,PROD-2024932364
347,290,21,11,39,1,1.3,PROD-2023773186
348,712,17,12,684,9,1.34,PROD-2024157437
349,599,6,8,1683,22,1.32,PROD-2024918830
350,436,18,2,714,9,1.28,PROD-2024282200
351,662,20,12,1136,15,1.29,PROD-2024849989
352,592,17,3,659,9,1.31,PROD-2024667099
353,50,20,7,32,0,1.33,PROD-2023773721
354,386,14,8,2782,36,1.29,PROD-2024208616
355,380,16,9,635,9,1.34,PROD-2024954007
356,149,10,9,9,0,1.25,PROD-2023821937
357,253,14,9,35,0,1.33,PROD-2023808049
358,283,20,1,13,0,1.29,PROD-2023996811
359,240,21,8,13,0,1.33,PROD-2023740436
360,335,21,7,306,4,1.39,PROD-2023274765
361,179,3,9,29,0,1.17,PROD-2023364403
362,446,1,1,1219,16,1.32,PROD-2024970276
363,703,2,1,211,3,1.38,PROD-2024951089
364,203,19,7,36,0,1.29,PROD-2023688765
365,80,7,9,39,1,1.34,PROD-2023839681
366,360,20,10,1258,17,1.36,PROD-2023317285
367,213,9,10,34,0,1.31,PROD-2023588131
368,692,13,12,3129,42,1.33,PROD-2024774791
369,402,20,11,1171,15,1.31,PROD-2024195182
370,265,5,2,18,0,1.3,PROD-2023121188
371,320,12,7,15,0,1.31,PROD-2023302484
372,119,9,8,25,0,1.22,PROD-2023280603
373,184,7,2,47,1,1.32,PROD-2023852835
374,373,3,2,548,7,1.3,PROD-2024937976
375,264,14,7,53,1,1.34,PROD-2023539172
376,401,15,10,218,3,1.29,PROD-2024275137
377,50,2,3,41,1,1.3,PROD-2023816851
378,322,9,8,3,0,1.31,PROD-2023301815
379,501,19,10,389,5,1.28,PROD-2024472371
380,631,9,8,4252,57,1.35,PROD-2024272269
381,178,16,2,2,0,1.24,PROD-2023984888
382,78,10,9,15,0,1.29,PROD-2023909236
383,413,19,7,991,13,1.3,PROD-2024395478
384,471,6,2,1246,16,1.26,PROD-2024642606
385,302,6,7,30,0,1.33,PROD-2023625305
386,598,8,10,229,3,1.27,PROD-2024950225
387,328,2,11,29,0,1.35,PROD-2023655725
388,159,17,10,6,0,1.22,PROD-2023730135
389,525,21,12,1825,22,1.21,PROD-2024164999
390,256,10,10,42,1,1.31,PROD-2023900075
391,490,10,2,1817,23,1.25,PROD-2024875734
392,514,13,11,2341,29,1.25,PROD-2024752346
393,274,16,12,29,0,1.32,PROD-2023817498
394,15,8,10,51,1,1.28,PROD-2023908123
395,171,11,2,45,1,1.25,PROD-2023837319
396,68,16,11,35,0,1.33,PROD-2023824871
397,397,3,8,2686,34,1.28,PROD-2024418885
398,381,2,2,278,4,1.32,PROD-2024968771
399,511,18,10,2192,28,1.26,PROD-2024719544
400,653,12,1,1360,18,1.3,PROD-2024459198
401,492,3,7,1594,20,1.28,PROD-2024360945
402,16,16,8,57,1,1.28,PROD-2023457565
403,449,10,3,870,11,1.31,PROD-2024547070
404,287,17,2,8,0,1.29,PROD-2023644175
405,447,5,3,1407,18,1.28,PROD-2024429546
406,6,5,9,58,1,1.3,PROD-2023422954
407,464,2,8,1065,13,1.23,PROD-2024811815
408,267,12,9,54,1,1.28,PROD-2023595928
409,239,6,11,5,0,1.27,PROD-2023374409
410,480,8,7,90,1,1.24,PROD-2024779751
411,88,16,3,47,1,1.29,PROD-2023360482
412,270,17,8,38,1,1.34,PROD-2023209139
413,719,17,3,2643,35,1.33,PROD-2024447511
414,183,5,8,46,1,1.31,PROD-2023135729
415,673,20,9,2057,28,1.36,PROD-2024235123
416,223,12,11,8,0,1.25,PROD-2023248161
417,520,4,12,757,9,1.2,PROD-2024549671
418,356,11,8,270,4,1.35,PROD-2023522247
419,644,19,1,348,4,1.29,PROD-2024390313
420,599,21,11,1681,22,1.3,PROD-2024285924
421,457,9,10,669,8,1.22,PROD-2024593840
422,199,10,7,53,1,1.3,PROD-2023353337
423,108,17,3,28,0,1.23,PROD-2023886126
424,376,21,1,803,10,1.26,PROD-2024896408
425,526,14,9,684,8,1.21,PROD-2024171336
426,15,4,1,35,0,1.27,PROD-2023947962
427,174,4,12,12,0,1.2,PROD-2023146697
428,137,8,7,47,1,1.24,PROD-2023818563
429,99,6,9,14,0,1.24,PROD-2023327159
430,598,6,11,1683,22,1.28,PROD-2024176161
431,626,1,1,1615,22,1.35,PROD-2024758372
432,542,12,11,83,1,1.23,PROD-2024965035
433,52,5,9,35,0,1.29,PROD-2023820570
434,134,8,1,34,0,1.28,PROD-2023371927
435,534,1,1,379,5,1.23,PROD-2024265793
436,497,18,2,2370,30,1.25,PROD-2024547541
437,111,14,1,47,1,1.25,PROD-2023333184
438,103,5,11,35,0,1.19,PROD-2023569125
439,349,1,10,1079,15,1.33,PROD-2023473685
440,731,14,2,1022,14,1.36,PROD-2024973932
441,480,19,12,1504,19,1.24,PROD-2024217526
442,343,12,1,90,1,1.31,PROD-2023150396
443,621,21,3,1488,19,1.31,PROD-2024588844
444,498,12,3,1891,24,1.25,PROD-2024242501
445,716,10,12,2490,33,1.33,PROD-2024241675
446,425,10,11,245,3,1.3,PROD-2024773700
447,216,5,12,21,0,1.29,PROD-2023876572
448,49,3,3,2,0,1.33,PROD-2023786794
449,678,20,12,2790,37,1.33,PROD-2024589326
450,52,19,10,55,1,1.26,PROD-2023158437
451,534,20,11,624,8,1.22,PROD-2024500308
452,359,14,7,36,1,1.36,PROD-2023114003
453,722,20,3,738,10,1.38,PROD-2024403682
454,35,11,1,39,1,1.32,PROD-2023467009
455,309,14,12,10,0,1.37,PROD-2023248509
456,20,18,1,49,1,1.3,PROD-2023457138
457,77,10,8,42,1,1.31,PROD-2023306065
458,277,16,8,46,1,1.26,PROD-2023367766
459,335,10,12,575,8,1.36,PROD-2023582047
460,258,21,8,56,1,1.34,PROD-2023384217
461,238,10,7,35,0,1.29,PROD-2023849995
462,426,3,1,320,4,1.3,PROD-2024806917
463,372,6,8,830,11,1.31,PROD-2024453464
464,298,8,12,20,0,1.31,PROD-2023866536
465,522,19,11,158,2,1.19,PROD-2024924296
466,193,5,9,65,1,1.32,PROD-2023749980
467,707,22,8,4110,55,1.34,PROD-2024325884
468,93,7,3,44,1,1.23,PROD-2023119966
469,642,22,8,82,1,1.32,PROD-2024148277
470,152,11,10,31,0,1.2,PROD-2023620897
471,176,17,11,53,1,1.19,PROD-2023653088
472,145,18,9,7,0,1.28,PROD-2023649101
473,626,7,9,4561,61,1.33,PROD-2024951989
474,398,13,8,1359,17,1.28,PROD-2024600567
475,215,11,3,51,1,1.29,PROD-2023312048
476,487,2,9,1892,25,1.31,PROD-2024987737
477,299,3,9,32,0,1.27,PROD-2023204944
478,223,16,7,40,1,1.3,PROD-2023960626
479,343,2,12,917,13,1.33,PROD-2023608414
480,605,4,7,1299,17,1.29,PROD-2024381875
481,19,7,2,30,0,1.3,PROD-2023794417
482,251,7,2,51,1,1.32,PROD-2023634517
483,306,17,1,10,0,1.36,PROD-2023121888
484,324,22,7,38,1,1.34,PROD-2023430969
485,232,4,1,11,0,1.29,PROD-2023837948
486,709,17,2,362,5,1.34,PROD-2024795317
487,24,9,2,38,0,1.3,PROD-2023434872
488,482,18,7,1936,25,1.27,PROD-2024210614
489,155,3,8,43,1,1.23,PROD-2023287954
490,415,15,3,1278,16,1.27,PROD-2024811453
491,386,11,2,1475,19,1.29,PROD-2024447636
492,601,22,10,1230,16,1.27,PROD-2024250275
493,298,14,11,33,0,1.28,PROD-2023679643
494,201,18,2,48,1,1.32,PROD-2023285912
495,405,7,11,689,9,1.32,PROD-2024457979
496,18,5,7,12,0,1.27,PROD-2023303469
497,363,8,2,1222,16,1.31,PROD-2023652802
498,97,21,12,4,0,1.3,PROD-2023525002
499,135,10,10,4,0,1.25,PROD-2023741891
500,653,1,9,2221,29,1.31,PROD-2024193849
501,278,7,9,53,1,1.28,PROD-2023277279
502,641,20,3,2273,30,1.31,PROD-2024398221
503,536,14,8,293,3,1.18,PROD-2024876906
504,381,18,8,1322,17,1.29,PROD-2024449497
505,290,9,8,40,1,1.27,PROD-2023955724
506,490,9,7,1399,18,1.28,PROD-2024706390
507,137,22,11,8,0,1.26,PROD-2023618900
508,409,8,10,2613,34,1.31,PROD-2024253920
509,517,6,2,1496,19,1.26,PROD-2024309971
510,121,1,1,28,0,1.29,PROD-2023936248
511,386,4,7,537,7,1.29,PROD-2024568065
512,12,16,2,14,0,1.32,PROD-2023159751
513,544,9,11,1903,24,1.24,PROD-2024223396
514,564,3,12,3057,39,1.28,PROD-2024611089
515,318,17,11,9,0,1.35,PROD-2023233539
516,26,5,1,64,1,1.31,PROD-2023908412
517,410,17,12,651,9,1.33,PROD-2024219564
518,479,14,11,88,1,1.23,PROD-2024464609
519,238,13,10,34,0,1.3,PROD-2023766644
520,81,21,10,29,0,1.28,PROD-2023393549
521,118,22,1,36,0,1.21,PROD-2023160755
522,591,6,7,732,10,1.34,PROD-2024329294
523,461,3,2,1262,16,1.24,PROD-2024353506
524,324,14,10,15,0,1.35,PROD-2023608441
525,281,19,3,26,0,1.28,PROD-2023875337
526,721,9,11,865,12,1.34,PROD-2024946483
527,583,1,3,460,6,1.31,PROD-2024328610
528,228,7,3,39,1,1.35,PROD-2023335661
529,595,15,10,965,12,1.29,PROD-2024729507
530,173,18,11,52,1,1.24,PROD-2023373920
531,245,22,10,51,1,1.33,PROD-2023947032
532,323,20,2,57,1,1.33,PROD-2023374877
533,455,9,7,1893,24,1.28,PROD-2024129615
534,149,7,8,46,1,1.25,PROD-2023996100
535,425,12,9,1685,22,1.32,PROD-2024474655
536,589,22,11,2658,34,1.29,PROD-2024573487
537,704,21,9,384,5,1.39,PROD-2024521284
538,462,10,3,1984,25,1.24,PROD-2024534966
539,479,15,11,2243,29,1.28,PROD-2024557229
540,79,19,2,25,0,1.29,PROD-2023625476
541,503,17,7,1504,19,1.25,PROD-2024359409
542,182,9,7,16,0,1.33,PROD-2023947457
543,607,17,9,1473,19,1.3,PROD-2024931482
544,180,17,8,21,0,1.19,PROD-2023102441
545,25,21,8,52,1,1.26,PROD-2023173778
546,513,18,1,1830,23,1.28,PROD-2024876011
547,538,2,2,2214,27,1.2,PROD-2024391682
548,161,6,9,41,0,1.2,PROD-2023315303
549,696,16,2,3267,42,1.3,PROD-2024219386
